BRIN_NR;NAAM_INST;RAPPORTAGEMAAND;PERSOONSGEBONDENNUMMER;ACHTERNAAM;VOORVOEGSEL;ALLE_VOORNAMEN;WOONGEMEENTE;GEBOORTEDATUM;ONDERWIJSCODE;ONDERWIJSNAAM;LEERWEG;DATUM_UITSCHRIJVING;MELDING_VERZUIM_WETTELIJK;REDEN;BRIN;NAAM_INSTELLING;ONDERWIJSAANBIEDERCODE;NAAM_ONDERWIJSAANBIEDER;MELDING_VERZUIM_NIET_WETTELIJK;GEMEENTECODE;RMC_REGIO;REDEN_UITSTROOM;LOCATIECODE;ONDERWIJSLOCATIECODE;POSTCODE_ONDERWIJSLOCATIE;HUISNUMMER_ONDERWIJSLOCATIE;BRIN_VOLGNUMMER;NIVEAU;INSCHRIJVINGSVOLGNUMMER;STRAAT;HUISNUMMER;HUISLETTER;HUISNUMMER_TOEVOEGING;HUISNUMMER_AANDUIDING;ADRES_LOCATIE;POSTCODE;WOONPLAATS;VANAF_WANNEER
27GZ;ROC Mondriaan;202211;637805589;Grijzen;van;Eman;DELFT;20-08-2003;25688;Mbo- Verpleegkunde;BBL;;J;;27GZ;ROC Mondriaan;100A176;School voor Horeca & Facilitaire dienstverlening;N;565;REGIO 28;;;100X753;2544ED;6;;Mbo2 opleidingen;2;Bekerstraat;29.0;;;;;2562XS;GOUDA;202211
27GZ;ROC Mondriaan;202211;202153777;Ferdinand;;Salah;'S-GRAVENHAGE;30-04-2005;25648;Persoonlijk begeleider maatschappelijke zorg;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Gezondheidszorg Den Haag;N;551;REGIO 28;;;100X746;2544AH;6;;Mbo2 opleidingen;1;Multatuliweg;25.0;;;;;2625SL;KATWIJK ZH;202211
27GZ;ROC Mondriaan;202211;237141480;Boerjan;van der;Chaima;'S-GRAVENHAGE;28-06-2002;25715;Persoonlijk begeleider maatschappelijke zorg;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Horeca & Facilitaire dienstverlening;N;34;REGIO 28;;;100X746;2332AA;12;;Mbo3 opleidingen;1;Fregatsingel;118.0;;;;;2543CB;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;648447377;Oukhattou;van der;Lara;SCHIEDAM;02-10-2001;25262;Mbo- Verpleegkunde;;;J;;27GZ;ROC Mondriaan;100A176;School voor Horeca & Facilitaire dienstverlening;N;356;REGIO 28;;;100X750;2512ER;138;;HAVO/VWO bovenbouw;A1;Talmastraat;48.0;;;;;2465BG;LEIDSCHENDAM;202211
27GZ;ROC Mondriaan;202211;382873977;Nabi;;Yordi;ZOETERMEER;30-08-2002;25579;Schoonheidsverzorging;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Metaal-, Elektro- en installatietechniek;N;1625;REGIO 28;;;100X758;2544ED;66;;Mbo3 opleidingen;1;Kerklaan;170.0;;;;;2524CW;'s-Gravenhage;202211
27GZ;ROC Mondriaan;202211;592580961;Bayram;;Nikita Wilhelmina Catharina;'S-GRAVENHAGE;07-02-2004;25275;Technicus engineering;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Pedagogische en Sociale beroepen;N;496;REGIO 28;;;100X752;2544ED;16;;Mbo3 opleidingen;1;Hertzogstraat;19.0;;;;;2805KH;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;738349599;Hadioui;van;Angely June;ZOETERWOUDE;27-12-2001;25682;Sociaal werker;EX;;J;;27GZ;ROC Mondriaan;100A182;School voor Zorg en Welzijn Leiden;N;1592;REGIO 28;;;100X758;2493WN;18;;Mbo2 opleidingen;8;Hoogkamerlaan;228.0;;;;;;KATWIJK ZH;202211
27GZ;ROC Mondriaan;202211;925031700;Hussein;;Peter Alex Bastiaan Raymond;'S-GRAVENHAGE;09-07-2004;25713;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A184;School voor Business support;N;1308;REGIO 28;;;100X755;2595GA;15;;HAVO/VWO bovenbouw;1;Hildebrandstraat;24.0;;;;;2542CC;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;706979238;Vriens;El;Sverre Cobi Gert Jan;RIJSWIJK;17-07-2001;6359;Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A190;Beauty, Hair & Fashion;N;1799;REGIO 28;;;100X756;2493WN;8;;Mbo2 opleidingen;2;Naaldwijkseweg;263.0;A;;I;;2743JC;VOORSCHOTEN;202211
27GZ;ROC Mondriaan;202211;861725084;Halaf;van;Beau;BODEGRAVEN-REEUWIJK;21-09-2005;25764;Basismedewerker fashion;;;J;;27GZ;ROC Mondriaan;100A177;School voor Business support;N;502;REGIO 28;;;100X754;2521DB;17;;Mbo4 opleidingen;1;Ravensbergseweg;18.0;;;;;2563RK;DELFT;202211
27GZ;ROC Mondriaan;202211;353750035;Nafawa;Ter;Melody Cornelia Johanna;WASSENAAR;31-01-2002;25624;Servicemedewerker gebouwen;BOL;;J;;27GZ;ROC Mondriaan;100A177;International Hotel and Management School;N;507;REGIO 26;;;100X750;2612CA;9;;Mbo4 opleidingen;A1;Pasgeldtstraat;382.0;;;;;2264VV;BERGSCHENHOEK;202211
27GZ;ROC Mondriaan;202211;378940973;Speekenbrink;;Jip;RIJSWIJK;11-01-2005;25709;Musicalperformer;BOL;;J;;27GZ;ROC Mondriaan;100A174;VAVO Haaglanden;N;557;REGIO 28;;;100X753;2521DB;15;;Mbo3 opleidingen;2;Zilvermeeuwlaan;27.0;;;;;2497WE;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;331867267;Hulsbos;;Oumayma;ZOETERMEER;05-12-2002;5121;Aankomend medewerker grondoptreden;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Orde & Veiligheid;N;1828;REGIO 28;;;100X758;2595GA;128;;Mbo4 opleidingen;8;Tsarenhof;125.0;A;;;;2552NB;NOORDWIJKERHOUT;202211
27GZ;ROC Mondriaan;202211;559246712;Akker;;Marijah;MAASSLUIS;06-11-2002;25233;Middenkader bouw en infra;BOL;;J;;27GZ;ROC Mondriaan;100A174;International Hotel and Management School;N;1745;REGIO 28;;;100X757;2595GA;136;;Mbo4 opleidingen;A1;Retiefstraat;133.0;;;;;3119BD;SCHIEDAM;202211
27GZ;ROC Mondriaan;202211;244296901;Akachar;ter;Juan Bernardo;RIJSWIJK;08-11-2004;23161;Beveiliger 3;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Maatschappelijke zorg en Verzorgende;N;591;REGIO 28;;;100X755;2521DB;1;;Mbo4 opleidingen;1;Jan Luykenlaan;138.0;;;1;;2661LD;DEN HOORN ZH;202211
27GZ;ROC Mondriaan;202211;201831760;Nijman;;Dejenne Dershenie;ZOETERMEER;02-03-2006;25320;Juridisch-administratief dienstverlener;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Lifestyle, Sport en Bewegen;N;497;REGIO 28;;;100X746;2612CA;44;;Mbo4 opleidingen;1;Beukelsweg;129.0;;;;;2541TV;DELFT;202211
27GZ;ROC Mondriaan;202211;547214050;Zwijger;;Mark Wouter;'S-GRAVENHAGE;31-03-2002;25602;Kapper;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Metaal-, Elektro- en installatietechniek;N;488;REGIO 28;;;100X755;2512ER;16;;Mbo4 opleidingen;1;Jacob Catsstraat;521.0;;;;;2643LW;NOOTDORP;202211
27GZ;ROC Mondriaan;202211;480480794;Lebaniyah Jedda;;Jennifer Ester;'S-GRAVENHAGE;04-03-2001;25594;Assistent horeca, voeding of voedingsindustrie;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Economie en Juridische beroepen;N;508;REGIO 28;;;100X749;2521DB;18;;Mbo4 opleidingen;A3;Van Aalstlaan;122.0;B;;22;;3155TR;Best;202211
27GZ;ROC Mondriaan;202211;950037543;Aleksiev;;Safith Rithik Jagdies;MIDDEN-DELFLAND;19-11-1999;25225;Begeleider maatschappelijke zorg;BOL;;J;;27GZ;ROC Mondriaan;100A184;School voor Technologie en Engineering;N;588;REGIO 26;;;111X981;2612CA;331;;Mbo4 opleidingen;7;Waldeck Pyrmontkade;198.0;;;;;2517KW;BODEGRAVEN;202211
27GZ;ROC Mondriaan;202211;777010324;Sobczyk;;Sinem;DELFT;05-11-2002;25592;Persoonlijk begeleider specifieke doelgroepen;BOL;;J;;27GZ;ROC Mondriaan;100A189;Beauty, Hair & Fashion;N;555;REGIO 28;;;100X754;2595GA;25;;Mbo4 opleidingen;1;Juweellaan;87.0;E;;;;2583TV;RIJSWIJK ZH;202211
27GZ;ROC Mondriaan;202211;983966792;Mulbarak Abdulla Hassan;;Kimberly Elly;'S-GRAVENHAGE;08-05-2003;25249;Monteur elektrotechnische installaties;BOL;;J;;27GZ;ROC Mondriaan;100A172;VAVO Haaglanden;N;1716;REGIO 28;;;100X747;2595GA;5;;Mbo4 opleidingen;2;Noordpolderkade;120.0;;;;;2526HE;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;436864355;Wolf;;Veronika Atanasova;'S-GRAVENHAGE;29-03-2004;25606;Fashion Designer;BBL;;J;;27GZ;ROC Mondriaan;100A176;School voor Zorg en Welzijn Den Haag;N;1803;REGIO 26;;;100X750;2612CA;45;;Mbo4 opleidingen;3;Romehof;87.0;;;;;2151RE;LEIDEN;202211
27GZ;ROC Mondriaan;202211;287053714;Hartman;;Ruben;RIJSWIJK;24-09-2003;25248;Monteur mechatronica;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Lifestyle, Sport en Bewegen;N;1680;REGIO 29;;;100X753;2595GA;17;;Mbo4 opleidingen;2;Alexanderstraat;18.0;;;;;2531AT;VOORBURG;202211
27GZ;ROC Mondriaan;202211;608757776;Blancheville;;Sofia Alekseevna;'S-GRAVENHAGE;05-02-2005;25318;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Entreeopleidingen;N;1719;REGIO 28;;;100X758;2612CA;1;;Mbo4 opleidingen;1;Withuysstraat;17.0;;;;;2295PJ;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;629970826;Moradi Ghahdrijani;;Chourouk;DELFT;30-01-2006;25737;Aankomend medewerker grondoptreden;BBL;;J;;27GZ;ROC Mondriaan;101A783;School voor Horeca & Facilitaire dienstverlening;N;1714;REGIO 28;;;100X746;2595GA;6;;Mbo4 opleidingen;1;Renbaanstraat;20.0;;;;;2592VR;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;267677538;Heuvel;van;Tom;KATWIJK;22-08-2004;25198;Assistent horeca, voeding of voedingsindustrie;BBL;;J;;27GZ;ROC Mondriaan;100A195;School voor Orde & Veiligheid;N;586;REGIO 28;;;100X755;2595GA;7;;Mbo4 opleidingen;1;Reitzstraat;135.0;;;;;2353VX;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;759478984;Bechan;El;Arie;'S-GRAVENHAGE;19-05-2005;25280;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A173;International Hotel and Management School;N;1777;REGIO 28;;;100X758;2595GA;69;;Mbo4 opleidingen;1;Architect v Lieflandstr;261.0;;;;;2671CR;LEIDEN;202211
27GZ;ROC Mondriaan;202211;746532587;Akker;;Eyüp;'S-GRAVENHAGE;04-09-2000;25370;Office & Management Support Specialist;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Zorg en Welzijn Leiden;N;1375;REGIO 28;;;100X747;2595GA;7;;Mbo4 opleidingen;2;Sionsstraat;117.0;;;;;2544KW;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;196333789;Lange;;Daan;'S-GRAVENHAGE;31-10-2001;25602;Juridisch-administratief dienstverlener;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Bouw en Infra;N;1754;REGIO 28;;;100X746;2595GA;17;;Mbo4 opleidingen;1;Waterlelie;21.0;;;;;2531HD;DELFT;202211
27GZ;ROC Mondriaan;202211;409644326;Ceesay;;Rosalie Hildegard;WESTLAND;10-01-2005;25271;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Zorg en Welzijn Leiden;N;491;REGIO 28;;;100X755;2493WN;42;;Mbo3 opleidingen;2;;112.0;;;;;2641JL;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;558044141;Schamper;;Eva;'S-GRAVENHAGE;24-03-2001;25748;Constructiewerker;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Economie en Juridische beroepen;N;558;REGIO 28;;;100X747;2595GA;6;;Mbo3 opleidingen;1;Buinerveenstraat;298.0;;;;;2285DA;'S-GRAVENHAGE;202211
27GZ;ROC Mondriaan;202211;129099869;Adiam Kubrom Bizen;van;Jaïr Christopher Charles;'S-GRAVENHAGE;02-04-2005;25598;Vavo Havo Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Retail en Logistiek Delft;N;494;REGIO 28;;;100X747;2672ZX;7;;Mbo3 opleidingen;1;De la Reyweg;18.0;A;;;;2624XV;BERKEL EN RODENRIJS;202211
